Search_ID,User_ID,Search_Query,Recommended_Content,Clicked_Content,Recommendation_Score,Timestamp
SRCH00025325,459732,IPL,CONT3696,CONT1452,0.77,2026-05-16 21:42:06
SRCH00025326,762625,IPL,CONT7381,CONT1148,0.92,2025-10-27 20:23:34
SRCH00025327,431818,Sci-Fi,CONT8355,CONT4755,0.96,2025-11-07 19:11:32
SRCH00025328,579460,IPL,CONT3320,CONT4565,0.97,2025-07-04 04:37:59
SRCH00025329,610888,KDrama,CONT1429,CONT8569,0.78,2025-11-11 11:56:42
SRCH00025330,162932,KDrama,CONT7380,CONT4622,0.34,2025-12-20 02:06:41
SRCH00025331,779529,Sci-Fi,CONT5620,CONT2827,0.74,2026-01-14 12:41:24
SRCH00025332,169307,Sci-Fi,CONT2922,CONT8617,0.71,2025-10-21 07:20:32
SRCH00025333,142809,Sci-Fi,CONT5801,CONT6688,0.42,2025-08-04 09:15:49
SRCH00025334,456039,IPL,CONT5424,CONT1271,0.93,2026-01-30 10:52:37
SRCH00025335,997325,KDrama,CONT3509,CONT9010,0.21,2026-05-09 11:41:02
SRCH00025336,256170,Comedy Shows,CONT8462,CONT3336,0.25,2026-03-06 22:09:22
SRCH00025337,873066,Comedy Shows,CONT6622,CONT1155,0.45,2025-06-26 22:04:22
SRCH00025338,607544,Sci-Fi,CONT6654,CONT9906,0.89,2026-05-27 16:54:32
SRCH00025339,185543,IPL,CONT9064,CONT1016,0.65,2025-05-28 22:12:48
SRCH00025340,825856,Action Movies,CONT3599,CONT4293,0.76,2026-05-02 13:39:24
SRCH00025341,796375,Comedy Shows,CONT9025,CONT1417,0.01,2026-03-18 22:51:14
SRCH00025342,267094,Sci-Fi,CONT3061,CONT7631,0.97,2025-09-02 18:42:36
SRCH00025343,835883,IPL,CONT9305,CONT4759,0.57,2026-04-08 11:19:02
SRCH00025344,400410,Action Movies,CONT1895,CONT8265,0.91,2025-09-10 15:57:43
SRCH00025345,755695,Action Movies,CONT3180,CONT1332,0.3,2026-01-02 11:20:44
SRCH00025346,546944,Comedy Shows,CONT1814,CONT2188,0.5,2026-01-23 18:41:07
SRCH00025347,719234,Action Movies,CONT8607,CONT8929,0.85,2025-08-11 16:29:49
SRCH00025348,697419,KDrama,CONT5149,CONT9294,0.86,2025-12-25 12:15:51
SRCH00025349,523540,IPL,CONT8551,CONT6604,0.44,2025-09-05 13:12:32
SRCH00025350,642082,Action Movies,CONT5086,CONT3651,0.46,2026-01-02 03:38:48
SRCH00025351,112165,IPL,CONT4289,CONT9390,0.62,2026-01-10 03:42:32
SRCH00025352,700838,Action Movies,CONT8900,CONT9796,0.55,2025-09-15 16:00:58
SRCH00025353,449629,Sci-Fi,CONT4509,CONT5439,0.26,2026-04-22 23:58:12
SRCH00025354,747728,IPL,CONT9806,CONT1624,0.55,2025-10-02 00:16:10
SRCH00025355,643933,IPL,CONT1731,CONT5911,0.45,2026-02-26 05:41:32
SRCH00025356,476346,IPL,CONT4736,CONT8937,0.83,2025-10-05 10:22:59
SRCH00025357,896469,Comedy Shows,CONT9827,CONT9737,0.49,2025-06-05 00:49:01
SRCH00025358,532466,IPL,CONT5871,CONT8504,0.82,2025-08-21 12:34:15
SRCH00025359,739400,IPL,CONT7885,CONT1207,0.63,2025-09-12 05:23:30
SRCH00025360,648388,IPL,CONT2043,CONT4388,0.68,2025-07-15 15:40:35
SRCH00025361,101369,Comedy Shows,CONT7554,CONT5982,0.0,2026-04-21 06:56:45
SRCH00025362,412001,IPL,CONT9031,CONT7187,0.43,2026-01-05 08:02:25
SRCH00025363,473652,Action Movies,CONT9881,CONT5994,0.86,2025-10-19 01:41:10
SRCH00025364,145219,KDrama,CONT8951,CONT9946,0.55,2026-02-16 01:52:09
SRCH00025365,837293,Action Movies,CONT8965,CONT1799,0.92,2026-04-20 15:17:45
SRCH00025366,647558,Action Movies,CONT5861,CONT6819,0.11,2026-01-08 03:22:37
SRCH00025367,611943,Comedy Shows,CONT1389,CONT8382,0.6,2025-06-18 04:57:07
SRCH00025368,453915,IPL,CONT4909,CONT5988,0.91,2025-10-15 02:25:41
SRCH00025369,799089,Comedy Shows,CONT9675,CONT5868,0.66,2025-08-27 22:03:29
SRCH00025370,674107,Sci-Fi,CONT5336,CONT1976,0.19,2025-10-12 10:25:07
SRCH00025371,491186,KDrama,CONT3206,CONT1094,0.92,2026-01-29 00:51:35
SRCH00025372,675179,KDrama,CONT2462,CONT1803,0.87,2026-02-13 15:05:17
SRCH00025373,887120,Comedy Shows,CONT4670,CONT1545,0.48,2026-04-08 12:29:54
SRCH00025374,164386,KDrama,CONT6755,CONT9103,0.54,2025-08-10 21:07:04
SRCH00025375,192446,Comedy Shows,CONT6809,CONT7415,0.87,2025-07-11 08:39:44
SRCH00025376,732966,Comedy Shows,CONT8880,CONT2548,0.51,2026-03-07 23:38:27
SRCH00025377,955979,Sci-Fi,CONT8492,CONT6805,0.92,2026-05-25 08:10:02
SRCH00025378,786828,KDrama,CONT3662,CONT4755,0.58,2025-12-29 04:11:24
SRCH00025379,375372,KDrama,CONT2404,CONT8937,0.56,2026-04-18 20:13:54
SRCH00025380,294120,IPL,CONT5541,CONT5792,0.07,2025-11-22 04:31:51
SRCH00025381,662503,KDrama,CONT9709,CONT1135,0.08,2025-09-11 17:33:57
SRCH00025382,672701,KDrama,CONT8154,CONT1343,0.76,2025-09-11 22:35:37
SRCH00025383,464383,Sci-Fi,CONT4594,CONT9664,0.41,2026-03-17 04:14:19
SRCH00025384,546077,Comedy Shows,CONT8746,CONT4676,0.76,2026-01-04 16:11:04
SRCH00025385,410721,Comedy Shows,CONT8601,CONT9280,0.62,2026-02-23 23:28:53
SRCH00025386,553782,Sci-Fi,CONT9389,CONT1489,0.03,2026-05-19 16:13:46
SRCH00025387,698962,Action Movies,CONT2368,CONT1936,0.67,2026-02-21 04:18:17
SRCH00025388,476821,Action Movies,CONT1212,CONT2880,0.5,2025-09-18 01:35:45
SRCH00025389,391390,KDrama,CONT2471,CONT1543,0.82,2025-12-03 12:58:40
SRCH00025390,514029,Action Movies,CONT9706,CONT4174,0.04,2025-10-16 22:05:28
SRCH00025391,940151,Comedy Shows,CONT7519,CONT2881,0.39,2025-12-01 11:00:01
SRCH00025392,887807,Comedy Shows,CONT3822,CONT4462,0.6,2025-06-25 10:55:18
SRCH00025393,586236,Action Movies,CONT6440,CONT8607,0.48,2025-09-06 02:04:53
SRCH00025394,654550,Action Movies,CONT1540,CONT3714,0.02,2025-08-25 15:43:09
SRCH00025395,900056,KDrama,CONT5636,CONT9579,0.86,2026-05-14 06:26:10
SRCH00025396,105213,Action Movies,CONT9037,CONT9285,0.11,2025-09-07 19:35:27
SRCH00025397,770032,Comedy Shows,CONT6907,CONT8577,0.31,2025-07-09 00:04:14
SRCH00025398,228841,Sci-Fi,CONT4570,CONT9876,0.86,2025-07-02 16:20:50
SRCH00025399,593393,Comedy Shows,CONT1023,CONT4346,0.16,2025-06-27 21:49:15
SRCH00025400,821959,Sci-Fi,CONT2769,CONT2586,0.94,2026-01-16 15:12:50
SRCH00025401,635068,KDrama,CONT9281,CONT4739,0.64,2026-04-26 23:48:07
SRCH00025402,584707,Sci-Fi,CONT6600,CONT3757,0.12,2026-02-16 14:05:21
SRCH00025403,452058,Comedy Shows,CONT8058,CONT6329,0.65,2026-03-24 01:44:59
SRCH00025404,488054,Comedy Shows,CONT1138,CONT4841,0.95,2026-03-11 00:47:16
SRCH00025405,479980,IPL,CONT5277,CONT6738,0.28,2025-06-28 19:25:40
SRCH00025406,766870,Comedy Shows,CONT6244,CONT8190,0.58,2026-04-09 20:48:52
SRCH00025407,589575,KDrama,CONT3476,CONT6698,0.64,2025-08-27 21:16:08
SRCH00025408,741251,IPL,CONT8596,CONT2485,0.18,2025-09-18 05:01:46
SRCH00025409,170015,Action Movies,CONT1618,CONT3079,0.69,2026-01-19 06:02:16
SRCH00025410,663006,Sci-Fi,CONT2159,CONT7610,0.57,2025-08-09 13:37:28
SRCH00025411,621560,Comedy Shows,CONT4024,CONT3396,0.85,2026-02-08 16:41:34
SRCH00025412,402527,Action Movies,CONT8277,CONT4367,0.1,2025-08-16 12:21:36
SRCH00025413,160310,IPL,CONT8804,CONT8241,0.09,2025-09-05 08:12:13
SRCH00025414,132361,Sci-Fi,CONT6198,CONT9989,0.24,2025-09-28 07:02:23
SRCH00025415,969395,Action Movies,CONT1207,CONT5053,0.84,2025-10-02 10:19:03
SRCH00025416,301616,IPL,CONT4513,CONT6747,0.24,2026-03-16 01:19:14
SRCH00025417,458292,IPL,CONT5880,CONT4125,0.23,2026-04-16 12:26:23
SRCH00025418,938426,IPL,CONT1594,CONT4206,0.51,2025-08-18 00:51:21
SRCH00025419,608365,Action Movies,CONT2271,CONT7073,0.49,2025-06-17 08:37:00
SRCH00025420,965890,Action Movies,CONT4113,CONT8615,0.69,2026-05-02 10:58:45
SRCH00025421,552693,Sci-Fi,CONT5537,CONT5178,0.62,2026-02-22 14:43:27
SRCH00025422,890427,IPL,CONT8413,CONT2669,0.64,2026-02-26 10:16:52
SRCH00025423,853095,KDrama,CONT8522,CONT7369,0.69,2025-09-06 10:45:35
SRCH00025424,920805,Action Movies,CONT4570,CONT1619,0.03,2025-09-30 22:55:45
SRCH00025425,100134,Sci-Fi,CONT1780,CONT1691,0.09,2026-03-25 07:09:20
SRCH00025426,773088,Sci-Fi,CONT2659,CONT8711,0.85,2025-11-06 03:33:15
SRCH00025427,199833,Sci-Fi,CONT9705,CONT1245,0.45,2025-11-07 20:51:51
SRCH00025428,107199,Action Movies,CONT2368,CONT2596,0.1,2026-01-13 11:03:42
SRCH00025429,123038,Sci-Fi,CONT8149,CONT5706,0.31,2025-10-18 12:38:14
SRCH00025430,937269,Comedy Shows,CONT8854,CONT5344,0.96,2026-01-18 18:34:56
SRCH00025431,567027,Comedy Shows,CONT8868,CONT9240,0.45,2025-07-28 13:08:11
SRCH00025432,297819,IPL,CONT3448,CONT8498,0.94,2025-06-14 11:58:15
SRCH00025433,795930,Action Movies,CONT8253,CONT6406,0.3,2025-05-31 15:43:48
SRCH00025434,242439,Sci-Fi,CONT5042,CONT9277,0.85,2025-06-12 05:28:14
SRCH00025435,573852,Action Movies,CONT3324,CONT2958,0.81,2025-11-14 12:34:46
SRCH00025436,632367,Sci-Fi,CONT2757,CONT9563,0.78,2026-04-17 13:23:57
SRCH00025437,996746,IPL,CONT1551,CONT7318,0.94,2025-12-10 12:36:48
SRCH00025438,251510,KDrama,CONT3353,CONT4772,0.92,2025-08-22 21:16:48
SRCH00025439,635727,Action Movies,CONT4443,CONT8416,0.17,2026-03-01 17:20:16
SRCH00025440,991484,Action Movies,CONT3232,CONT9899,0.45,2025-07-05 05:25:43
SRCH00025441,802152,Comedy Shows,CONT6431,CONT4059,0.5,2025-11-17 14:52:02
SRCH00025442,897606,KDrama,CONT6822,CONT8852,0.86,2025-09-15 19:22:27
SRCH00025443,917940,Comedy Shows,CONT2156,CONT7301,0.7,2026-03-09 07:59:01
SRCH00025444,749470,Action Movies,CONT7895,CONT1256,0.81,2025-06-22 16:21:46
SRCH00025445,125668,IPL,CONT4496,CONT2655,0.09,2026-05-12 08:45:59
SRCH00025446,458405,Comedy Shows,CONT3669,CONT7350,0.73,2025-12-06 15:14:06
SRCH00025447,674390,Comedy Shows,CONT2680,CONT7499,0.1,2025-08-27 18:38:51
SRCH00025448,154005,KDrama,CONT2350,CONT4241,0.5,2025-06-01 02:06:05
SRCH00025449,959406,KDrama,CONT7932,CONT1739,0.28,2026-02-21 18:39:51
SRCH00025450,372246,IPL,CONT5115,CONT8109,0.62,2025-11-03 23:35:03
SRCH00025451,564094,Action Movies,CONT7984,CONT4563,0.16,2025-10-22 18:33:18
SRCH00025452,234738,KDrama,CONT8457,CONT1039,0.11,2026-03-13 09:11:04
SRCH00025453,418177,Action Movies,CONT6604,CONT3813,0.84,2026-02-25 13:43:35
SRCH00025454,337027,IPL,CONT1732,CONT1645,0.84,2025-09-26 17:21:26
SRCH00025455,915356,Comedy Shows,CONT7477,CONT5034,0.9,2025-07-08 13:35:09
SRCH00025456,110145,Sci-Fi,CONT3828,CONT4173,0.1,2025-08-22 20:56:57
SRCH00025457,579760,IPL,CONT1180,CONT8417,0.16,2026-05-24 13:30:58
SRCH00025458,271520,KDrama,CONT6533,CONT2733,0.05,2025-11-30 23:19:41
SRCH00025459,591584,Sci-Fi,CONT1448,CONT4599,0.72,2025-11-03 13:37:52
SRCH00025460,456313,Comedy Shows,CONT8519,CONT9280,0.7,2025-06-13 06:33:59
SRCH00025461,139314,Sci-Fi,CONT3468,CONT4803,0.24,2025-06-28 01:28:48
SRCH00025462,353051,Comedy Shows,CONT6014,CONT6455,0.69,2025-10-15 17:32:41
SRCH00025463,911312,Action Movies,CONT9901,CONT5419,0.44,2026-03-17 20:51:23
SRCH00025464,319304,Sci-Fi,CONT9443,CONT8592,0.08,2026-03-31 17:19:45
SRCH00025465,238184,Action Movies,CONT8162,CONT1029,0.82,2026-03-31 23:21:58
SRCH00025466,900092,Comedy Shows,CONT2444,CONT3941,0.22,2025-07-18 08:36:07
SRCH00025467,377417,Action Movies,CONT9056,CONT1256,0.75,2026-02-24 15:18:38
SRCH00025468,546125,IPL,CONT5981,CONT8708,0.89,2025-12-21 13:09:18
SRCH00025469,821584,Sci-Fi,CONT7162,CONT2809,0.33,2025-07-02 07:54:01
SRCH00025470,887831,Sci-Fi,CONT8925,CONT9346,0.06,2025-11-13 07:49:41
SRCH00025471,703894,Sci-Fi,CONT4545,CONT5165,0.79,2025-12-17 15:41:12
SRCH00025472,640246,Action Movies,CONT5140,CONT9240,0.21,2026-03-01 23:04:45
SRCH00025473,901898,Sci-Fi,CONT4700,CONT8217,0.93,2026-03-10 20:21:06
SRCH00025474,449896,Action Movies,CONT5620,CONT5333,0.68,2025-06-17 03:45:51
SRCH00025475,837122,Comedy Shows,CONT5601,CONT1844,0.39,2026-02-28 14:13:34
SRCH00025476,868751,Comedy Shows,CONT3384,CONT7087,0.43,2025-11-20 11:08:57
SRCH00025477,894767,IPL,CONT1967,CONT6469,1.0,2026-03-12 16:59:30
SRCH00025478,952973,Comedy Shows,CONT5679,CONT9426,0.72,2025-11-28 23:27:52
SRCH00025479,277912,Sci-Fi,CONT5817,CONT5465,0.07,2025-06-06 01:38:09
SRCH00025480,742241,Action Movies,CONT1668,CONT2466,0.5,2025-11-26 18:12:30
SRCH00025481,969345,IPL,CONT8977,CONT2019,0.45,2026-03-25 10:48:16
SRCH00025482,888525,KDrama,CONT4271,CONT5556,0.22,2025-10-06 15:16:14
SRCH00025483,138461,KDrama,CONT3045,CONT9042,0.77,2026-04-01 07:26:17
SRCH00025484,544390,Sci-Fi,CONT9540,CONT2306,0.45,2025-09-16 23:48:01
SRCH00025485,307922,IPL,CONT7822,CONT3491,0.07,2026-01-28 18:55:15
SRCH00025486,386200,KDrama,CONT5385,CONT1756,1.0,2025-07-26 06:25:47
SRCH00025487,397509,KDrama,CONT3196,CONT5855,0.12,2026-01-28 05:16:38
SRCH00025488,925219,IPL,CONT1488,CONT9238,0.28,2025-09-24 14:00:03
SRCH00025489,395013,Comedy Shows,CONT9468,CONT8465,0.58,2025-11-13 00:24:30
SRCH00025490,971572,Action Movies,CONT2195,CONT1291,0.91,2025-08-09 16:43:17
SRCH00025491,316729,KDrama,CONT3557,CONT3955,0.23,2025-08-13 03:56:11
SRCH00025492,906274,KDrama,CONT2434,CONT2569,1.0,2025-11-08 01:57:05
SRCH00025493,192450,Sci-Fi,CONT6795,CONT4753,0.33,2026-05-24 21:54:58
SRCH00025494,482544,KDrama,CONT2697,CONT5076,0.01,2025-07-29 13:02:31
SRCH00025495,963128,IPL,CONT9773,CONT1206,0.92,2025-07-04 22:53:55
SRCH00025496,829077,Comedy Shows,CONT1114,CONT1768,0.1,2026-05-11 13:44:12
SRCH00025497,213993,KDrama,CONT5503,CONT7177,0.72,2025-05-29 04:03:20
SRCH00025498,258239,IPL,CONT1081,CONT2764,0.31,2025-09-10 19:10:47
SRCH00025499,727696,Sci-Fi,CONT2555,CONT9328,0.53,2025-11-14 21:15:35
SRCH00025500,345987,KDrama,CONT7526,CONT4151,0.73,2025-11-21 20:14:37
SRCH00025501,374292,Action Movies,CONT7248,CONT3172,0.67,2026-02-01 13:14:29
SRCH00025502,812113,IPL,CONT1124,CONT6220,0.24,2026-05-26 08:59:14
SRCH00025503,132004,Comedy Shows,CONT1116,CONT3586,0.54,2025-12-16 01:12:12
SRCH00025504,956470,Comedy Shows,CONT5330,CONT8538,0.69,2026-02-16 13:59:28
SRCH00025505,546166,Comedy Shows,CONT7873,CONT9602,0.77,2026-01-11 02:52:23
SRCH00025506,611563,KDrama,CONT9414,CONT1085,0.03,2025-10-02 07:54:57
SRCH00025507,928620,Comedy Shows,CONT7306,CONT6299,0.79,2026-01-24 22:31:30
SRCH00025508,431334,Sci-Fi,CONT9583,CONT2575,0.59,2025-10-18 01:53:42
SRCH00025509,783368,Comedy Shows,CONT7992,CONT8800,0.45,2025-11-26 22:02:16
SRCH00025510,778577,Sci-Fi,CONT4892,CONT2118,0.23,2025-07-17 19:29:45
SRCH00025511,961778,Sci-Fi,CONT2484,CONT5924,0.35,2025-06-04 00:40:47
SRCH00025512,400776,Sci-Fi,CONT4274,CONT4834,0.85,2026-01-29 22:38:01
SRCH00025513,168533,Comedy Shows,CONT6195,CONT7411,0.17,2025-05-29 16:10:36
SRCH00025514,283766,IPL,CONT5614,CONT9870,0.5,2025-07-17 09:55:01
SRCH00025515,533540,KDrama,CONT9577,CONT1085,0.28,2025-09-18 21:43:58
SRCH00025516,276551,IPL,CONT1142,CONT1738,0.89,2025-09-09 18:51:15
SRCH00025517,135970,Action Movies,CONT4139,CONT4102,0.09,2025-08-05 10:23:29
SRCH00025518,228598,Action Movies,CONT6231,CONT8446,0.35,2025-10-02 14:58:47
SRCH00025519,485685,Comedy Shows,CONT8978,CONT5926,0.8,2026-05-23 07:30:10
SRCH00025520,559482,Sci-Fi,CONT3090,CONT8194,0.24,2025-10-20 04:57:56
SRCH00025521,276153,IPL,CONT1067,CONT1526,0.33,2026-01-14 05:46:09
SRCH00025522,928525,Sci-Fi,CONT9140,CONT8749,0.32,2025-08-07 04:32:53
SRCH00025523,976716,Comedy Shows,CONT5081,CONT7325,0.68,2025-07-03 23:53:33
SRCH00025524,158413,IPL,CONT5032,CONT2803,0.15,2025-08-25 20:24:04
SRCH00025525,147061,Action Movies,CONT6506,CONT6518,0.62,2025-11-08 14:21:51
SRCH00025526,563664,Comedy Shows,CONT6481,CONT8928,0.35,2026-03-16 18:11:44
SRCH00025527,942567,IPL,CONT9403,CONT4492,0.45,2025-12-19 04:50:05
SRCH00025528,374384,KDrama,CONT4194,CONT8932,0.79,2025-06-15 05:01:24
SRCH00025529,781904,KDrama,CONT7207,CONT7980,0.24,2025-07-30 04:44:39
SRCH00025530,149921,Action Movies,CONT1495,CONT4927,0.5,2026-03-23 05:10:03
SRCH00025531,540367,KDrama,CONT9437,CONT2311,0.19,2026-05-11 14:54:31
SRCH00025532,121345,KDrama,CONT7483,CONT2754,0.02,2025-12-09 21:47:07
SRCH00025533,148655,Action Movies,CONT4111,CONT8207,0.73,2025-12-27 00:03:03
SRCH00025534,851145,IPL,CONT7115,CONT3264,0.16,2025-12-04 14:31:35
SRCH00025535,554537,Sci-Fi,CONT9699,CONT4445,0.85,2026-01-12 04:20:47
SRCH00025536,202597,Comedy Shows,CONT4050,CONT8037,0.49,2025-09-09 02:39:47
SRCH00025537,365988,Action Movies,CONT7552,CONT7991,0.3,2025-06-02 21:45:28
SRCH00025538,546925,Comedy Shows,CONT4317,CONT5128,0.54,2025-11-22 19:18:21
SRCH00025539,929123,Sci-Fi,CONT6444,CONT5900,0.65,2025-10-19 20:34:34
SRCH00025540,662074,Sci-Fi,CONT6062,CONT5459,0.87,2025-07-20 06:18:36
SRCH00025541,821397,IPL,CONT8041,CONT1104,0.98,2025-12-24 12:26:57
SRCH00025542,147861,Sci-Fi,CONT4880,CONT9818,0.21,2025-07-08 06:41:42
SRCH00025543,235921,Action Movies,CONT7211,CONT3937,0.63,2025-07-10 06:03:01
SRCH00025544,965275,IPL,CONT9767,CONT2301,0.62,2025-08-07 02:52:42
SRCH00025545,519365,KDrama,CONT7209,CONT4219,0.87,2025-09-27 13:12:50
SRCH00025546,109479,KDrama,CONT6547,CONT9930,1.0,2025-12-06 21:54:04
SRCH00025547,624984,KDrama,CONT8822,CONT9503,0.89,2026-03-18 02:21:38
SRCH00025548,247664,Comedy Shows,CONT5309,CONT3301,0.94,2025-06-21 21:44:26
SRCH00025549,674107,KDrama,CONT8124,CONT9486,0.38,2025-08-24 00:55:48
SRCH00025550,678071,IPL,CONT7883,CONT5998,0.75,2026-03-26 10:30:45
SRCH00025551,336791,KDrama,CONT2264,CONT4898,0.78,2026-04-15 17:44:32
SRCH00025552,164856,Action Movies,CONT7382,CONT9632,0.07,2026-02-22 00:09:32
SRCH00025553,127775,Action Movies,CONT9003,CONT7573,0.6,2025-12-26 04:56:29
SRCH00025554,651638,KDrama,CONT2499,CONT7977,0.56,2026-01-30 04:34:39
SRCH00025555,662106,KDrama,CONT5622,CONT9192,0.77,2025-09-21 15:14:17
SRCH00025556,903466,IPL,CONT9599,CONT5960,0.35,2026-05-21 14:48:58
SRCH00025557,402161,KDrama,CONT3978,CONT4814,0.51,2026-01-03 19:37:49
SRCH00025558,506335,Sci-Fi,CONT8095,CONT8818,0.69,2025-12-21 13:30:38
SRCH00025559,851044,Comedy Shows,CONT7215,CONT4838,0.31,2026-01-30 02:06:42
SRCH00025560,881038,KDrama,CONT6932,CONT7201,0.13,2026-01-04 04:36:45
SRCH00025561,936013,IPL,CONT1780,CONT8624,0.2,2025-10-27 18:19:25
SRCH00025562,523504,Sci-Fi,CONT6899,CONT3875,0.74,2025-12-19 02:05:44
SRCH00025563,380195,Comedy Shows,CONT2447,CONT6703,0.62,2025-06-26 14:01:13
SRCH00025564,320316,Sci-Fi,CONT1655,CONT1942,0.84,2026-03-01 21:07:12
SRCH00025565,115782,Sci-Fi,CONT2254,CONT2677,0.02,2026-04-05 05:01:54
SRCH00025566,643978,IPL,CONT4357,CONT5674,0.47,2026-02-27 14:10:28
SRCH00025567,427150,IPL,CONT2159,CONT1640,0.15,2025-08-16 00:49:25
SRCH00025568,114489,IPL,CONT6988,CONT6349,1.0,2026-01-27 13:05:10
SRCH00025569,785305,IPL,CONT8026,CONT6888,0.1,2026-05-04 23:04:37
SRCH00025570,667166,KDrama,CONT8196,CONT9432,0.56,2026-04-23 13:09:30
SRCH00025571,686930,Sci-Fi,CONT5082,CONT5226,0.89,2025-11-16 21:15:39
SRCH00025572,171287,KDrama,CONT9654,CONT9762,0.05,2025-07-07 06:02:26
SRCH00025573,833844,KDrama,CONT4735,CONT6014,0.25,2025-05-28 11:45:03
SRCH00025574,449239,IPL,CONT7726,CONT5285,0.88,2025-10-20 22:05:29
SRCH00025575,869195,Sci-Fi,CONT9269,CONT2405,0.89,2026-01-02 12:25:23
SRCH00025576,247490,KDrama,CONT1324,CONT8286,0.82,2025-11-05 22:19:48
SRCH00025577,973121,Sci-Fi,CONT5508,CONT6191,0.51,2025-09-24 11:37:29
SRCH00025578,447818,KDrama,CONT2887,CONT5586,0.82,2026-01-30 04:47:45
SRCH00025579,209659,Comedy Shows,CONT6489,CONT3279,0.86,2026-04-19 02:36:18
SRCH00025580,692349,KDrama,CONT1816,CONT9371,0.99,2026-01-24 23:48:14
SRCH00025581,692756,Comedy Shows,CONT9698,CONT5406,0.41,2026-03-03 18:46:32
SRCH00025582,386990,Comedy Shows,CONT3506,CONT1848,0.17,2025-11-05 03:40:50
SRCH00025583,944722,Action Movies,CONT1163,CONT6807,0.73,2025-09-10 17:45:03
SRCH00025584,129266,Sci-Fi,CONT7666,CONT8309,0.26,2026-01-08 06:51:43
SRCH00025585,498184,KDrama,CONT2562,CONT7125,0.17,2025-10-15 16:18:01
SRCH00025586,141362,IPL,CONT8004,CONT9024,0.03,2026-03-14 12:47:00
SRCH00025587,563353,Action Movies,CONT2795,CONT6605,0.2,2025-11-23 07:47:48
SRCH00025588,575703,Sci-Fi,CONT1643,CONT1625,0.32,2025-12-25 14:26:16
SRCH00025589,330104,Action Movies,CONT4041,CONT6624,0.02,2025-10-01 12:34:03
SRCH00025590,538819,IPL,CONT9419,CONT2000,0.53,2025-12-13 10:46:52
SRCH00025591,408699,KDrama,CONT4157,CONT9557,0.99,2025-08-02 09:16:11
SRCH00025592,823145,IPL,CONT5706,CONT9830,0.7,2025-08-24 01:34:52
SRCH00025593,849375,KDrama,CONT1135,CONT6057,0.78,2025-08-28 07:05:08
SRCH00025594,503132,IPL,CONT6581,CONT3801,0.14,2025-06-16 03:36:48
SRCH00025595,955800,Comedy Shows,CONT2478,CONT1263,0.76,2025-12-11 00:15:34
SRCH00025596,498983,Sci-Fi,CONT1504,CONT2819,0.59,2026-01-01 01:31:06
SRCH00025597,481095,Action Movies,CONT5772,CONT1572,0.95,2025-06-28 18:06:56
SRCH00025598,192446,Action Movies,CONT2215,CONT4900,0.9,2025-10-15 20:54:26
SRCH00025599,612928,KDrama,CONT1921,CONT8848,0.41,2025-10-26 23:05:05
SRCH00025600,130941,KDrama,CONT2906,CONT2112,0.22,2025-07-31 21:52:12
SRCH00025601,217001,Action Movies,CONT2940,CONT1632,0.33,2025-12-27 08:18:49
SRCH00025602,983725,Comedy Shows,CONT4615,CONT4847,0.7,2025-12-01 17:03:30
SRCH00025603,973886,Comedy Shows,CONT4054,CONT9203,0.13,2026-04-28 18:56:51
SRCH00025604,761068,Sci-Fi,CONT7981,CONT8623,0.42,2025-07-29 15:02:46
SRCH00025605,713721,KDrama,CONT1677,CONT5041,0.22,2025-10-14 11:08:12
SRCH00025606,345450,Sci-Fi,CONT3002,CONT2099,0.38,2026-01-23 07:25:34
SRCH00025607,711275,IPL,CONT8650,CONT8301,0.03,2025-09-24 11:40:44
SRCH00025608,339430,KDrama,CONT1227,CONT7738,0.15,2025-07-31 21:55:22
SRCH00025609,186794,Action Movies,CONT7065,CONT6936,0.95,2025-06-04 19:52:34
SRCH00025610,240821,Comedy Shows,CONT7400,CONT2176,0.11,2026-02-17 22:53:27
SRCH00025611,962829,Sci-Fi,CONT1234,CONT3744,0.94,2025-12-14 02:11:29
SRCH00025612,616680,Action Movies,CONT3605,CONT4143,0.87,2026-01-01 10:48:01
SRCH00025613,427738,Comedy Shows,CONT9298,CONT9749,0.31,2025-08-28 13:44:26
SRCH00025614,152242,KDrama,CONT4241,CONT7385,0.95,2025-10-30 15:57:13
SRCH00025615,359654,Sci-Fi,CONT2516,CONT1531,0.32,2025-09-15 20:32:11
SRCH00025616,831748,IPL,CONT2026,CONT1726,0.08,2025-08-25 17:39:29
SRCH00025617,708620,Action Movies,CONT3229,CONT1940,0.36,2026-01-18 01:38:03
SRCH00025618,991973,Comedy Shows,CONT6792,CONT7020,0.04,2025-07-16 07:33:28
SRCH00025619,495986,Sci-Fi,CONT5145,CONT3027,0.87,2026-04-05 15:06:44
SRCH00025620,132245,Comedy Shows,CONT8393,CONT4849,0.9,2026-02-07 14:58:39
SRCH00025621,187724,KDrama,CONT2788,CONT4193,0.46,2025-08-11 02:01:26
SRCH00025622,179793,Sci-Fi,CONT5933,CONT5341,0.8,2025-12-27 16:36:49
SRCH00025623,865844,Comedy Shows,CONT2249,CONT1124,0.2,2026-03-31 18:28:30
SRCH00025624,513549,Sci-Fi,CONT5651,CONT7316,0.33,2026-05-15 12:29:12
SRCH00025625,296580,Action Movies,CONT6404,CONT5369,0.8,2026-01-14 10:25:01
