Transaction_ID,User_ID,Plan_Type,Subscription_Amount,Payment_Mode,Payment_Status,Renewal_Status,Timestamp
SUB00020983,576040,Basic,175.1,Card,Success,Cancelled,2026-05-02 06:09:35
SUB00020984,122061,Premium,927.61,Card,Success,Cancelled,2026-03-20 12:43:29
SUB00020985,188743,Sports,1449.77,Wallet,Success,Renewed,2026-04-01 02:32:30
SUB00020986,699142,Sports,1735.27,Card,Pending,Cancelled,2026-02-24 10:55:41
SUB00020987,944727,Sports,1860.37,UPI,Pending,Cancelled,2026-01-03 17:14:40
SUB00020988,329681,Sports,1454.47,UPI,Failed,Renewed,2025-06-15 00:52:56
SUB00020989,753704,Premium,1958.24,Wallet,Pending,Expired,2025-12-31 18:49:09
SUB00020990,464620,Basic,1396.48,NetBanking,Pending,Renewed,2025-06-05 05:48:54
SUB00020991,943104,Premium,1760.84,NetBanking,Success,Renewed,2025-11-19 07:42:27
SUB00020992,370953,Sports,1393.24,UPI,Pending,Expired,2026-03-20 09:32:02
SUB00020993,460236,Family,1404.22,NetBanking,Pending,Renewed,2025-10-20 04:02:13
SUB00020994,419396,Premium,1747.6,NetBanking,Pending,Cancelled,2025-07-06 11:21:54
SUB00020995,718695,Basic,455.9,UPI,Pending,Cancelled,2025-07-08 01:19:01
SUB00020996,417838,Family,213.5,UPI,Pending,Renewed,2025-09-21 08:56:40
SUB00020997,611980,Premium,1011.46,Wallet,Failed,Renewed,2025-10-01 01:45:11
SUB00020998,511537,Basic,1290.01,NetBanking,Pending,Expired,2025-09-22 09:02:32
SUB00020999,148922,Sports,1536.89,Card,Pending,Cancelled,2025-07-15 23:17:28
SUB00021000,423691,Basic,1323.97,NetBanking,Pending,Renewed,2025-06-20 03:20:13
SUB00021001,235535,Sports,1986.81,UPI,Success,Expired,2025-12-20 03:10:34
SUB00021002,227965,Sports,1178.45,Wallet,Success,Expired,2026-04-04 15:04:54
SUB00021003,164714,Basic,503.55,NetBanking,Success,Expired,2025-09-15 22:34:01
SUB00021004,252578,Sports,1246.72,Wallet,Failed,Expired,2025-12-10 12:16:26
SUB00021005,260755,Family,1332.73,Card,Pending,Cancelled,2025-08-05 15:14:41
SUB00021006,190471,Basic,1313.37,UPI,Pending,Expired,2025-08-09 18:23:35
SUB00021007,933538,Sports,1896.84,Wallet,Success,Expired,2025-11-27 18:07:56
SUB00021008,503919,Premium,118.32,Card,Pending,Expired,2025-06-28 19:35:51
SUB00021009,491206,Basic,1302.4,Wallet,Success,Expired,2026-03-27 18:01:27
SUB00021010,705287,Sports,400.39,NetBanking,Success,Renewed,2026-04-03 04:03:03
SUB00021011,964088,Basic,1256.49,UPI,Pending,Cancelled,2026-05-22 19:43:42
SUB00021012,329493,Basic,1693.4,Card,Failed,Expired,2026-02-20 03:49:17
SUB00021013,231994,Basic,1219.49,NetBanking,Success,Expired,2025-08-16 07:15:32
SUB00021014,317321,Sports,1686.02,Wallet,Failed,Renewed,2025-09-26 00:05:26
SUB00021015,390555,Sports,647.2,NetBanking,Success,Cancelled,2025-12-20 00:35:12
SUB00021016,894958,Sports,1917.19,Card,Failed,Renewed,2025-08-13 07:57:16
SUB00021017,207373,Basic,1671.08,Wallet,Pending,Cancelled,2026-02-01 10:22:58
SUB00021018,132677,Basic,707.07,Card,Failed,Expired,2026-05-13 21:56:24
SUB00021019,537173,Premium,944.94,NetBanking,Failed,Expired,2025-10-15 22:33:39
SUB00021020,745505,Family,1998.34,Card,Failed,Renewed,2025-07-28 09:55:51
SUB00021021,123832,Premium,763.91,Card,Success,Expired,2025-12-03 12:02:40
SUB00021022,421998,Sports,514.47,UPI,Failed,Renewed,2026-02-13 21:11:54
SUB00021023,267507,Sports,497.09,NetBanking,Pending,Expired,2025-09-13 22:38:18
SUB00021024,929425,Sports,1519.03,Card,Failed,Cancelled,2025-06-18 09:20:56
SUB00021025,814929,Sports,1602.25,UPI,Failed,Expired,2026-01-30 05:02:42
SUB00021026,943338,Sports,899.27,UPI,Success,Expired,2025-07-16 13:41:13
SUB00021027,490072,Basic,1538.66,UPI,Pending,Cancelled,2025-11-02 10:36:03
SUB00021028,209601,Sports,942.98,Wallet,Pending,Cancelled,2025-07-05 19:10:30
SUB00021029,551760,Family,625.53,Card,Pending,Renewed,2026-05-24 05:16:33
SUB00021030,682462,Family,1432.83,NetBanking,Success,Renewed,2025-07-12 18:17:25
SUB00021031,895070,Premium,1907.64,Wallet,Pending,Renewed,2025-05-30 16:40:26
SUB00021032,152298,Family,502.48,UPI,Failed,Renewed,2025-11-23 11:27:03
SUB00021033,842385,Basic,1376.66,UPI,Pending,Expired,2026-02-05 03:36:18
SUB00021034,290819,Basic,780.17,UPI,Failed,Expired,2025-07-19 12:27:01
SUB00021035,271739,Premium,1176.8,Card,Pending,Expired,2026-05-26 09:30:34
SUB00021036,317814,Premium,1098.96,Wallet,Success,Expired,2025-09-03 08:13:06
SUB00021037,740115,Family,802.0,UPI,Success,Expired,2026-04-17 00:17:55
SUB00021038,677586,Family,1202.18,NetBanking,Pending,Expired,2025-08-30 10:17:47
SUB00021039,561609,Premium,1533.23,UPI,Failed,Expired,2025-12-07 10:01:00
SUB00021040,209142,Premium,425.63,Wallet,Success,Cancelled,2025-11-07 12:37:46
SUB00021041,451577,Basic,197.86,NetBanking,Success,Cancelled,2025-10-02 00:07:52
SUB00021042,596410,Sports,1847.46,Card,Failed,Expired,2025-10-12 15:22:32
SUB00021043,537021,Family,1267.56,UPI,Pending,Cancelled,2025-11-02 12:31:44
SUB00021044,246584,Basic,1050.89,NetBanking,Pending,Renewed,2025-10-12 14:11:14
SUB00021045,969976,Premium,758.75,NetBanking,Pending,Expired,2026-02-03 09:30:55
SUB00021046,873066,Sports,1099.43,Card,Failed,Cancelled,2025-12-01 00:36:47
SUB00021047,464159,Family,1512.72,Wallet,Success,Expired,2026-01-08 08:02:34
SUB00021048,470931,Premium,1355.85,NetBanking,Success,Renewed,2026-01-18 09:02:14
SUB00021049,838714,Family,1426.25,NetBanking,Success,Expired,2025-06-27 20:12:49
SUB00021050,426088,Premium,1185.99,Wallet,Failed,Renewed,2025-12-08 05:43:41
SUB00021051,396796,Premium,1712.46,NetBanking,Failed,Cancelled,2025-07-17 10:24:31
SUB00021052,728754,Basic,1983.54,UPI,Failed,Cancelled,2025-12-01 08:28:29
SUB00021053,287063,Sports,1805.64,Wallet,Failed,Renewed,2025-12-14 19:17:15
SUB00021054,328710,Premium,1435.83,Card,Failed,Renewed,2025-09-17 08:52:36
SUB00021055,470498,Premium,1929.29,UPI,Failed,Cancelled,2025-11-12 01:27:55
SUB00021056,834522,Basic,1406.42,Wallet,Success,Cancelled,2026-01-13 19:53:03
SUB00021057,183005,Sports,1082.59,NetBanking,Success,Cancelled,2026-04-16 21:54:53
SUB00021058,998474,Sports,655.26,Card,Pending,Expired,2026-04-21 06:17:39
SUB00021059,618724,Family,281.13,UPI,Pending,Renewed,2025-06-05 03:50:05
SUB00021060,366479,Premium,750.29,Card,Failed,Expired,2025-12-25 11:25:00
SUB00021061,867293,Premium,1802.52,NetBanking,Pending,Expired,2025-12-15 19:50:15
SUB00021062,453035,Sports,450.1,UPI,Failed,Renewed,2025-12-08 20:19:51
SUB00021063,194261,Family,1600.08,Wallet,Failed,Expired,2025-11-03 02:38:44
SUB00021064,427332,Premium,1476.3,Wallet,Success,Cancelled,2026-03-25 01:17:06
SUB00021065,915414,Premium,1957.03,Wallet,Success,Renewed,2026-03-10 23:01:51
SUB00021066,937692,Premium,1853.61,Card,Success,Expired,2026-04-12 18:17:48
SUB00021067,114660,Premium,1051.5,NetBanking,Success,Expired,2025-12-24 17:33:57
SUB00021068,759116,Basic,1488.34,UPI,Pending,Cancelled,2025-11-24 02:52:23
SUB00021069,869052,Premium,996.45,NetBanking,Success,Cancelled,2025-07-13 10:31:45
SUB00021070,176742,Basic,227.45,NetBanking,Failed,Cancelled,2025-10-06 09:37:14
SUB00021071,191612,Sports,600.7,Card,Success,Expired,2026-02-14 08:36:02
SUB00021072,132419,Basic,370.05,Wallet,Pending,Cancelled,2026-05-21 17:51:36
SUB00021073,490786,Basic,1027.27,UPI,Pending,Cancelled,2025-08-17 16:15:42
SUB00021074,451312,Sports,1345.39,UPI,Failed,Cancelled,2026-05-24 22:00:54
SUB00021075,250025,Basic,638.23,NetBanking,Failed,Expired,2026-01-15 15:25:04
SUB00021076,527446,Basic,1921.89,NetBanking,Failed,Expired,2026-03-13 21:14:18
SUB00021077,969587,Sports,1718.52,Card,Success,Expired,2026-04-09 20:19:37
SUB00021078,364700,Sports,556.78,UPI,Pending,Expired,2025-08-24 15:18:16
SUB00021079,171378,Basic,1578.98,Card,Failed,Cancelled,2025-12-26 20:20:34
SUB00021080,407204,Family,1963.84,UPI,Failed,Expired,2025-07-30 01:04:02
SUB00021081,271403,Premium,1153.04,Card,Failed,Renewed,2025-06-19 10:54:39
SUB00021082,490718,Premium,382.83,NetBanking,Failed,Cancelled,2026-01-13 13:42:13
SUB00021083,227890,Premium,1588.31,UPI,Pending,Renewed,2026-05-27 08:15:19
SUB00021084,606229,Family,234.15,NetBanking,Pending,Renewed,2026-04-12 20:28:26
SUB00021085,190153,Basic,748.03,Wallet,Pending,Expired,2025-09-23 05:27:55
SUB00021086,472164,Premium,1931.62,NetBanking,Failed,Cancelled,2026-02-27 06:36:18
SUB00021087,924122,Premium,1091.04,Card,Success,Expired,2026-01-16 02:24:34
SUB00021088,220860,Basic,546.59,UPI,Pending,Cancelled,2025-09-20 07:08:32
SUB00021089,286424,Basic,1793.33,NetBanking,Success,Expired,2025-10-09 01:13:06
SUB00021090,992707,Sports,351.88,Card,Success,Cancelled,2025-11-17 17:41:22
SUB00021091,999763,Sports,944.31,Card,Pending,Expired,2025-11-20 23:42:09
SUB00021092,758445,Premium,1085.06,NetBanking,Failed,Renewed,2025-10-16 22:44:23
SUB00021093,289782,Premium,259.06,Card,Success,Cancelled,2025-09-18 19:10:00
SUB00021094,547619,Family,1894.26,Card,Success,Renewed,2026-02-08 08:38:14
SUB00021095,109675,Family,1566.69,UPI,Success,Expired,2025-12-18 03:14:21
SUB00021096,878480,Family,1601.54,NetBanking,Failed,Renewed,2025-05-29 02:53:04
SUB00021097,702949,Sports,779.98,NetBanking,Success,Cancelled,2025-11-24 00:23:57
SUB00021098,999503,Sports,1505.64,Wallet,Failed,Cancelled,2025-12-25 03:46:51
SUB00021099,102234,Basic,1253.85,Wallet,Failed,Cancelled,2026-03-21 20:49:04
SUB00021100,691431,Family,764.33,UPI,Success,Cancelled,2025-10-07 20:42:40
SUB00021101,540769,Sports,358.0,Wallet,Success,Expired,2026-01-27 03:25:57
SUB00021102,115992,Family,282.1,NetBanking,Success,Renewed,2026-01-10 05:38:41
SUB00021103,756664,Premium,779.57,UPI,Success,Renewed,2026-02-27 02:04:57
SUB00021104,284709,Family,1899.95,UPI,Failed,Cancelled,2025-10-18 15:18:08
SUB00021105,284807,Sports,223.85,NetBanking,Pending,Cancelled,2025-05-31 16:48:12
SUB00021106,766810,Premium,1004.26,UPI,Success,Renewed,2025-09-14 12:44:34
SUB00021107,213449,Family,314.87,Card,Success,Expired,2025-09-27 16:24:45
SUB00021108,828488,Basic,908.22,UPI,Failed,Renewed,2026-05-16 19:49:48
SUB00021109,191292,Sports,157.64,NetBanking,Success,Renewed,2026-05-08 02:50:45
SUB00021110,968854,Premium,1230.51,NetBanking,Failed,Renewed,2026-04-09 04:42:51
SUB00021111,897123,Basic,434.91,Card,Pending,Cancelled,2026-03-18 11:30:43
SUB00021112,903274,Family,1388.21,UPI,Pending,Renewed,2025-11-06 05:24:24
SUB00021113,115825,Sports,1519.63,NetBanking,Success,Renewed,2025-12-03 14:11:07
SUB00021114,224983,Basic,1667.1,NetBanking,Success,Expired,2025-06-02 08:47:24
SUB00021115,211369,Basic,423.27,Card,Pending,Renewed,2026-01-30 02:27:39
SUB00021116,145779,Sports,1199.77,UPI,Success,Expired,2026-05-08 14:41:57
SUB00021117,811031,Sports,457.72,Card,Pending,Renewed,2026-05-04 01:03:40
SUB00021118,739392,Basic,771.29,Card,Failed,Expired,2026-05-03 20:19:54
SUB00021119,363304,Premium,425.21,Wallet,Failed,Renewed,2025-10-02 11:26:54
SUB00021120,299369,Family,1098.68,NetBanking,Success,Expired,2025-10-27 11:07:09
SUB00021121,151488,Premium,1053.19,NetBanking,Success,Expired,2025-06-30 23:58:12
SUB00021122,920262,Premium,1143.96,UPI,Failed,Cancelled,2026-01-10 05:49:39
SUB00021123,952965,Sports,840.57,Card,Failed,Cancelled,2026-01-06 00:48:04
SUB00021124,233381,Basic,268.78,Wallet,Pending,Expired,2026-05-23 02:33:18
SUB00021125,627455,Sports,1664.39,Wallet,Pending,Expired,2025-08-02 07:06:14
SUB00021126,781033,Sports,1076.68,UPI,Failed,Cancelled,2025-11-18 10:17:29
SUB00021127,888604,Family,1921.87,UPI,Pending,Expired,2026-05-20 11:42:16
SUB00021128,272490,Sports,397.93,Card,Pending,Cancelled,2025-08-27 07:05:49
SUB00021129,360819,Basic,235.78,Card,Pending,Expired,2026-01-30 05:15:41
SUB00021130,706414,Family,1756.04,Card,Pending,Expired,2026-05-13 18:57:09
SUB00021131,194291,Basic,1101.93,Wallet,Success,Cancelled,2026-02-16 06:26:03
SUB00021132,360595,Sports,636.44,Wallet,Failed,Expired,2025-09-25 07:47:38
SUB00021133,511031,Premium,1203.19,Wallet,Failed,Renewed,2025-08-08 13:46:59
SUB00021134,237209,Basic,1538.01,UPI,Success,Expired,2026-03-24 17:58:49
SUB00021135,876539,Sports,457.23,UPI,Failed,Renewed,2025-07-30 20:56:53
SUB00021136,767316,Premium,1736.55,NetBanking,Failed,Expired,2025-10-03 15:02:51
SUB00021137,245313,Basic,310.46,Card,Pending,Renewed,2026-04-20 04:07:07
SUB00021138,123403,Premium,1875.62,NetBanking,Pending,Expired,2025-12-30 06:53:01
SUB00021139,527540,Sports,1066.99,UPI,Success,Expired,2026-01-15 11:12:15
SUB00021140,514317,Premium,1061.55,NetBanking,Failed,Renewed,2025-05-31 02:02:39
SUB00021141,245999,Sports,1236.39,NetBanking,Pending,Cancelled,2026-05-17 01:39:30
SUB00021142,660937,Sports,1030.09,NetBanking,Failed,Cancelled,2026-03-22 06:21:08
SUB00021143,385299,Premium,1841.22,NetBanking,Pending,Expired,2025-10-04 23:08:47
SUB00021144,925332,Sports,1125.48,Card,Pending,Expired,2025-08-01 21:00:31
SUB00021145,928328,Sports,559.26,NetBanking,Success,Expired,2025-12-20 22:42:33
SUB00021146,260085,Premium,722.22,Wallet,Success,Expired,2025-07-13 10:15:20
SUB00021147,294230,Family,1767.56,Wallet,Failed,Renewed,2025-09-24 14:53:03
SUB00021148,900847,Premium,1301.34,UPI,Failed,Expired,2025-08-19 00:50:25
SUB00021149,476826,Family,1373.79,UPI,Success,Renewed,2025-07-12 18:14:42
SUB00021150,757914,Premium,1134.53,NetBanking,Success,Expired,2026-03-26 05:40:37
SUB00021151,238948,Premium,1906.76,Wallet,Success,Expired,2025-06-23 10:21:46
SUB00021152,805627,Premium,308.51,NetBanking,Failed,Cancelled,2025-06-09 05:29:20
SUB00021153,444688,Premium,407.54,UPI,Success,Expired,2025-06-24 06:51:58
SUB00021154,648638,Sports,1951.16,Wallet,Success,Cancelled,2025-08-27 19:21:20
SUB00021155,166968,Sports,1922.62,Wallet,Pending,Expired,2025-09-04 02:20:51
SUB00021156,330509,Basic,719.26,NetBanking,Failed,Cancelled,2025-11-19 02:21:42
SUB00021157,558576,Basic,1939.08,NetBanking,Failed,Cancelled,2025-06-27 16:05:19
SUB00021158,436096,Basic,1843.06,NetBanking,Success,Renewed,2025-12-17 03:53:54
SUB00021159,735730,Premium,220.49,Card,Failed,Expired,2025-08-05 01:37:48
SUB00021160,944777,Premium,1156.98,UPI,Pending,Expired,2026-04-30 15:52:20
SUB00021161,397527,Basic,1233.14,Wallet,Pending,Renewed,2026-02-02 11:39:08
SUB00021162,704747,Basic,1464.41,UPI,Pending,Expired,2025-12-23 02:45:35
SUB00021163,765623,Family,613.85,NetBanking,Pending,Expired,2025-06-15 08:24:33
SUB00021164,820663,Family,1307.43,Wallet,Success,Renewed,2026-01-14 14:32:16
SUB00021165,664700,Premium,1932.3,NetBanking,Pending,Expired,2025-05-30 07:04:52
SUB00021166,706617,Basic,378.28,Wallet,Success,Cancelled,2026-04-24 12:35:31
SUB00021167,619175,Premium,568.4,UPI,Success,Expired,2026-03-09 19:35:27
SUB00021168,804898,Basic,1396.02,Card,Pending,Renewed,2025-06-20 14:31:39
SUB00021169,902077,Premium,1998.64,UPI,Success,Cancelled,2025-12-07 07:40:02
SUB00021170,359843,Family,631.73,NetBanking,Success,Expired,2026-04-23 04:50:42
SUB00021171,721693,Basic,1661.12,NetBanking,Success,Cancelled,2025-11-20 14:27:15
SUB00021172,147504,Basic,1729.84,UPI,Failed,Cancelled,2025-07-03 05:57:13
SUB00021173,910230,Basic,1095.59,NetBanking,Pending,Expired,2025-12-20 16:04:16
SUB00021174,815754,Premium,1002.15,Wallet,Success,Cancelled,2026-01-25 19:12:51
SUB00021175,289891,Premium,1168.95,UPI,Failed,Cancelled,2026-02-27 18:49:07
SUB00021176,752067,Basic,411.25,UPI,Success,Expired,2026-05-24 03:11:35
SUB00021177,615295,Family,349.25,UPI,Pending,Renewed,2025-06-05 08:03:56
SUB00021178,223292,Sports,238.93,Card,Pending,Expired,2025-06-27 04:16:35
SUB00021179,688798,Basic,1930.85,Wallet,Pending,Expired,2026-04-08 17:01:04
SUB00021180,491340,Family,251.47,NetBanking,Pending,Renewed,2025-09-14 16:20:03
SUB00021181,779135,Family,696.11,NetBanking,Success,Renewed,2025-12-11 10:37:58
SUB00021182,858935,Sports,1159.14,UPI,Success,Cancelled,2025-11-24 04:25:52
SUB00021183,784769,Family,651.81,NetBanking,Pending,Expired,2025-07-23 12:34:50
SUB00021184,485979,Sports,1789.72,NetBanking,Pending,Renewed,2026-05-04 17:04:06
SUB00021185,623310,Sports,1757.57,Wallet,Failed,Cancelled,2026-05-04 07:12:55
SUB00021186,622740,Sports,1918.45,Wallet,Failed,Expired,2026-01-29 23:46:34
SUB00021187,557296,Family,394.15,Card,Pending,Renewed,2026-05-15 23:05:33
SUB00021188,940067,Premium,1706.83,Card,Success,Renewed,2026-04-14 13:17:51
SUB00021189,961149,Family,1323.65,UPI,Pending,Cancelled,2025-12-29 04:52:10
SUB00021190,251641,Sports,280.08,NetBanking,Failed,Renewed,2025-12-20 07:21:00
SUB00021191,129238,Premium,1577.33,UPI,Pending,Renewed,2025-12-16 10:34:30
SUB00021192,673297,Basic,880.32,NetBanking,Success,Expired,2025-11-08 08:56:58
SUB00021193,656657,Basic,1102.76,Wallet,Success,Renewed,2026-02-01 11:30:17
SUB00021194,998071,Sports,751.66,Wallet,Success,Renewed,2026-04-21 02:42:21
SUB00021195,941654,Family,655.53,UPI,Pending,Cancelled,2025-08-07 16:25:01
SUB00021196,147534,Premium,830.02,NetBanking,Failed,Cancelled,2025-10-08 18:20:44
SUB00021197,129056,Basic,1715.78,Card,Pending,Cancelled,2025-08-04 09:29:21
SUB00021198,656722,Family,1683.45,UPI,Failed,Expired,2026-02-11 09:17:56
SUB00021199,511790,Basic,1371.2,UPI,Failed,Renewed,2026-03-12 07:24:52
SUB00021200,354852,Premium,1533.22,Card,Failed,Cancelled,2026-05-06 16:17:24
SUB00021201,313108,Family,1399.73,UPI,Success,Cancelled,2026-01-09 11:15:19
SUB00021202,555305,Family,1499.99,NetBanking,Success,Renewed,2025-10-27 16:20:32
SUB00021203,636465,Premium,1157.72,Wallet,Failed,Renewed,2026-04-23 10:02:05
SUB00021204,698621,Family,1138.82,Wallet,Failed,Renewed,2025-10-30 10:31:32
SUB00021205,804797,Premium,721.59,UPI,Failed,Renewed,2025-09-17 04:25:01
SUB00021206,580616,Sports,1913.82,Card,Success,Expired,2025-05-31 09:56:29
SUB00021207,469910,Sports,1387.69,Wallet,Success,Cancelled,2026-02-26 15:31:19
SUB00021208,783518,Premium,541.4,Wallet,Success,Expired,2025-06-14 16:18:31
SUB00021209,321126,Sports,864.12,Card,Failed,Cancelled,2025-10-08 07:04:17
SUB00021210,297206,Family,1257.42,Wallet,Success,Expired,2025-11-09 04:26:48
SUB00021211,898013,Premium,1918.6,NetBanking,Pending,Renewed,2025-07-29 09:39:46
SUB00021212,467287,Premium,1040.31,Card,Pending,Cancelled,2025-09-26 12:58:02
SUB00021213,406484,Premium,225.68,Card,Pending,Cancelled,2025-08-12 23:34:39
SUB00021214,868152,Basic,1566.83,Card,Success,Renewed,2025-09-02 11:47:15
SUB00021215,800865,Basic,1349.59,Wallet,Success,Renewed,2025-10-06 06:22:02
SUB00021216,262092,Basic,1000.52,UPI,Success,Renewed,2025-07-15 12:31:22
SUB00021217,821870,Sports,787.0,Card,Success,Expired,2025-07-13 04:35:04
SUB00021218,327568,Sports,665.26,NetBanking,Pending,Cancelled,2025-09-30 07:52:31
SUB00021219,650357,Sports,1682.66,Wallet,Failed,Cancelled,2026-05-23 10:23:00
SUB00021220,758417,Basic,1881.48,NetBanking,Pending,Expired,2025-10-27 11:00:58
SUB00021221,200529,Premium,753.38,NetBanking,Failed,Renewed,2025-08-10 12:21:16
SUB00021222,310219,Premium,1303.92,UPI,Pending,Expired,2025-09-23 16:27:52
SUB00021223,441764,Premium,1861.25,Wallet,Pending,Expired,2025-10-29 14:27:58
SUB00021224,702968,Sports,1198.17,NetBanking,Failed,Cancelled,2025-07-23 12:43:50
SUB00021225,138548,Family,1253.37,UPI,Pending,Expired,2025-10-28 19:14:00
SUB00021226,231819,Basic,1433.57,Card,Success,Cancelled,2025-09-10 14:53:50
SUB00021227,648314,Basic,1884.23,NetBanking,Failed,Expired,2026-05-26 04:44:36
SUB00021228,760421,Basic,1179.0,Wallet,Success,Expired,2025-06-07 14:08:17
SUB00021229,778856,Family,598.65,NetBanking,Success,Expired,2026-05-09 09:07:55
SUB00021230,795060,Premium,789.0,Card,Success,Expired,2025-11-16 14:27:14
SUB00021231,517439,Sports,1262.8,UPI,Pending,Renewed,2025-07-28 16:57:31
SUB00021232,745757,Basic,1806.83,Card,Failed,Cancelled,2026-03-08 03:48:42
SUB00021233,925044,Premium,800.23,NetBanking,Success,Cancelled,2026-05-16 00:29:54
SUB00021234,867685,Basic,279.93,Wallet,Pending,Cancelled,2025-09-30 17:01:00
SUB00021235,329236,Basic,1292.31,Wallet,Success,Renewed,2026-05-06 21:17:19
SUB00021236,461762,Sports,1566.99,UPI,Pending,Cancelled,2025-07-25 06:32:44
SUB00021237,798421,Family,238.98,Wallet,Pending,Expired,2026-01-23 13:46:33
SUB00021238,735533,Sports,102.81,UPI,Failed,Expired,2025-06-26 09:33:33
SUB00021239,430271,Basic,1107.58,Wallet,Success,Expired,2026-02-01 06:00:40
SUB00021240,699249,Family,1168.36,Card,Pending,Expired,2025-12-31 10:55:01
SUB00021241,949915,Premium,212.91,Card,Success,Renewed,2026-01-18 01:57:30
SUB00021242,906739,Sports,588.18,Card,Success,Cancelled,2026-02-15 07:27:37
SUB00021243,224199,Premium,1034.65,NetBanking,Success,Expired,2026-05-10 01:18:53
SUB00021244,571496,Sports,1409.15,UPI,Failed,Renewed,2026-05-14 12:44:12
SUB00021245,533815,Premium,124.89,NetBanking,Failed,Expired,2026-03-18 13:20:52
SUB00021246,602696,Basic,1475.73,Wallet,Success,Cancelled,2026-04-09 12:13:40
SUB00021247,196996,Family,1438.64,Card,Success,Renewed,2025-08-26 10:29:57
SUB00021248,323382,Sports,1989.54,Card,Success,Cancelled,2025-09-05 19:39:34
SUB00021249,392711,Sports,1379.62,UPI,Failed,Expired,2025-12-16 21:31:59
SUB00021250,140262,Sports,164.34,UPI,Pending,Expired,2026-03-21 23:56:23
SUB00021251,830532,Basic,1121.0,UPI,Failed,Renewed,2025-09-27 07:31:02
SUB00021252,593391,Sports,1752.84,Card,Failed,Renewed,2025-07-28 20:01:58
SUB00021253,243007,Basic,262.12,Wallet,Pending,Renewed,2026-04-01 11:27:54
SUB00021254,364154,Premium,1968.74,NetBanking,Pending,Renewed,2025-06-24 09:17:09
SUB00021255,431728,Family,1824.69,Wallet,Failed,Renewed,2025-07-30 10:38:55
SUB00021256,472222,Premium,941.9,Wallet,Success,Cancelled,2026-03-04 20:26:41
SUB00021257,656306,Basic,773.95,Wallet,Failed,Renewed,2026-01-20 06:37:30
SUB00021258,451134,Premium,569.01,Card,Pending,Renewed,2025-09-30 07:30:19
SUB00021259,431152,Sports,1591.29,Card,Pending,Expired,2026-05-15 10:11:06
SUB00021260,189617,Basic,1839.78,UPI,Success,Expired,2025-10-10 19:12:35
SUB00021261,155340,Premium,1654.05,Wallet,Success,Renewed,2025-11-05 18:22:17
SUB00021262,347515,Premium,832.33,Card,Failed,Cancelled,2026-03-07 08:10:18
SUB00021263,669504,Sports,526.59,Card,Failed,Cancelled,2025-06-27 22:51:54
SUB00021264,284704,Basic,737.21,Wallet,Success,Renewed,2025-07-31 10:25:44
SUB00021265,561584,Family,328.87,UPI,Success,Cancelled,2025-08-12 09:40:51
SUB00021266,486901,Premium,1361.64,Card,Failed,Cancelled,2026-05-01 02:37:30
SUB00021267,659982,Family,1529.89,UPI,Success,Cancelled,2026-03-26 13:36:25
SUB00021268,653067,Family,1335.42,Card,Pending,Expired,2026-02-01 15:33:43
SUB00021269,708810,Basic,318.77,Wallet,Pending,Expired,2025-11-02 19:35:33
SUB00021270,460856,Basic,1571.56,Card,Success,Cancelled,2026-05-09 09:52:18
SUB00021271,518717,Sports,1592.74,NetBanking,Failed,Expired,2025-06-07 00:36:03
SUB00021272,672511,Premium,1178.55,UPI,Pending,Expired,2025-06-14 11:25:29
SUB00021273,318346,Basic,1377.67,NetBanking,Failed,Renewed,2025-12-08 01:16:16
SUB00021274,418791,Basic,367.65,Wallet,Failed,Cancelled,2025-07-27 03:47:50
SUB00021275,293587,Basic,249.88,Wallet,Success,Renewed,2026-05-17 09:12:39
SUB00021276,479755,Sports,593.48,NetBanking,Success,Renewed,2026-03-18 22:26:31
SUB00021277,773553,Family,214.58,UPI,Success,Expired,2026-03-06 19:18:30
SUB00021278,636692,Family,1465.95,NetBanking,Pending,Renewed,2025-05-30 08:51:09
SUB00021279,626008,Sports,1388.15,Card,Failed,Renewed,2025-07-08 03:02:51
SUB00021280,835448,Sports,368.1,NetBanking,Pending,Renewed,2026-03-15 00:03:34
SUB00021281,375355,Family,931.48,UPI,Pending,Cancelled,2025-06-27 23:03:48
SUB00021282,209102,Family,1807.32,UPI,Failed,Expired,2025-07-20 13:21:47
SUB00021283,132001,Family,548.13,Wallet,Pending,Expired,2025-11-18 16:10:52
SUB00021284,148664,Basic,512.1,Card,Failed,Expired,2025-09-18 06:35:08
SUB00021285,452277,Family,584.18,Card,Success,Expired,2026-02-22 06:46:52
SUB00021286,260101,Sports,1395.59,Card,Success,Renewed,2026-01-01 13:12:26
SUB00021287,565171,Family,1316.08,Card,Pending,Cancelled,2026-03-04 08:30:06
SUB00021288,796551,Sports,1509.77,NetBanking,Pending,Renewed,2025-07-05 13:26:08
SUB00021289,230175,Basic,1799.11,UPI,Pending,Renewed,2026-05-09 02:25:58
SUB00021290,187455,Sports,385.12,Card,Success,Renewed,2025-08-23 02:33:05
SUB00021291,801855,Basic,899.43,UPI,Pending,Renewed,2025-09-25 14:09:24
SUB00021292,425794,Sports,1816.57,NetBanking,Failed,Expired,2025-08-30 13:09:22
SUB00021293,878729,Basic,978.5,Wallet,Failed,Expired,2026-04-06 19:56:43
SUB00021294,141408,Family,867.83,NetBanking,Pending,Expired,2025-07-10 02:02:53
SUB00021295,426435,Sports,1017.83,Wallet,Success,Cancelled,2026-01-18 19:09:05
